event_type,event_time,estimate,standard_error,conf_low,conf_high,observations,cities,estimand
GO bond issuance,-2,-0.385356454720617,1.24604083428572,-2.82759648992062,2.05688358047939,346,101,Percentage-point change from months -18 to -13
GO bond issuance,-1,2.50481695568401,1.1139080311402,0.32155721464921,4.6880766967188,346,101,Percentage-point change from months -18 to -13
GO bond issuance,0,6.26204238921002,1.5999155507026,3.12620790983291,9.39787686858712,346,101,Percentage-point change from months -18 to -13
GO bond issuance,1,1.0597302504817,1.26609455369513,-1.42181507476075,3.54127557572414,346,101,Percentage-point change from months -18 to -13
GO bond issuance,2,1.05973025048169,1.35892096812401,-1.60375484704137,3.72321534800476,346,101,Percentage-point change from months -18 to -13
GO bond issuance,3,0.481695568400773,1.30840929786245,-2.08278665540964,3.04617779221118,346,101,Percentage-point change from months -18 to -13
GO bond issuance,4,3.37186897880539,1.62536717267049,0.186149320371235,6.55758863723955,346,101,Percentage-point change from months -18 to -13
GO bond issuance,5,1.0597302504817,1.09196157624302,-1.08051443895462,3.19997493991801,346,101,Percentage-point change from months -18 to -13
GO bond issuance,6,0.770712909441235,1.07004489578371,-1.32657508629484,2.86800090517731,346,101,Percentage-point change from months -18 to -13
GO bond issuance,7,0.192678227360309,0.893136520652084,-1.55786935311778,1.94322580783839,346,101,Percentage-point change from months -18 to -13
GO bond issuance,8,0.192678227360306,1.17368160648832,-2.10773772135681,2.49309417607742,346,101,Percentage-point change from months -18 to -13
GO bond issuance,9,3.08285163776494,1.38878689310704,0.360829327275134,5.80487394825474,346,101,Percentage-point change from months -18 to -13
GO bond issuance,10,0.192678227360307,1.25526241734143,-2.26763611062889,2.65299256534951,346,101,Percentage-point change from months -18 to -13
GO bond issuance,11,1.92678227360308,1.08699447317841,-0.203726893826605,4.05729144103277,346,101,Percentage-point change from months -18 to -13
GO bond issuance,12,3.66088631984586,1.36818817728239,0.979237492372379,6.34253514731934,346,101,Percentage-point change from months -18 to -13
GO bond issuance,13,1.63776493256262,1.42533017071598,-1.1558822020407,4.43141206716595,346,101,Percentage-point change from months -18 to -13
GO bond issuance,14,4.81695568400771,1.65313595445615,1.57680921327365,8.05710215474176,346,101,Percentage-point change from months -18 to -13
GO bond issuance,15,1.0597302504817,1.50453354871314,-1.88915550499606,4.00861600595946,346,101,Percentage-point change from months -18 to -13
GO bond issuance,16,4.23892100192679,1.84073364160794,0.631083064375227,7.84675893947834,346,101,Percentage-point change from months -18 to -13
GO bond issuance,17,1.34874759152216,1.47439264944244,-1.54106200138502,4.23855718442933,346,101,Percentage-point change from months -18 to -13
GO bond issuance,18,1.92678227360308,1.32705220036536,-0.674240039113032,4.5278045863192,346,101,Percentage-point change from months -18 to -13
